resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult"ucsd-sierra","	","test_batch_job","1665305","1665302","1665236","2010-11-19T01:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670004","1668323","1665236","2010-11-19T11:49:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 601 seconds","Success"
"ucsd-sierra","	","test_batch_job","1669949","1665734","1665236","2010-11-19T11:51:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670044","1670042","1665236","2010-11-19T11:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 602 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670049","1665734","1665236","2010-11-19T12:04:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670061","1665734","1665236","2010-11-19T12:06:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670073","1665302","1665236","2010-11-19T12:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670161","1665302","1665236","2010-11-19T12:19:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670176","1665734","1665236","2010-11-19T12:21:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670196","1665302","1665236","2010-11-19T12:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670281","1665734","1665236","2010-11-19T12:34:02.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
