resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult
"ucsd-sierra","	","eucalyptus-clientStatus","1510144","1484220","1484056","2010-10-31T14:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1510406","1484220","1484056","2010-10-31T14:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1510506","1484220","1484056","2010-10-31T15:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1510765","1484220","1484056","2010-10-31T15:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1510864","1484220","1484056","2010-10-31T16:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1511123","1484220","1484056","2010-10-31T16:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1511222","1484220","1484056","2010-10-31T17:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1511482","1484220","1484056","2010-10-31T17:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1511580","1484220","1484056","2010-10-31T18:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1511840","1484220","1484056","2010-10-31T18:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1511939","1484220","1484056","2010-10-31T19:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1512201","1484220","1484056","2010-10-31T19:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1512296","1484220","1484056","2010-10-31T20:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1512557","1484220","1484056","2010-10-31T20:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1512656","1484220","1484056","2010-10-31T21:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1512919","1484220","1484056","2010-10-31T21:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1513020","1484220","1484056","2010-10-31T22:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1513280","1484220","1484056","2010-10-31T22:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1513379","1484220","1484056","2010-10-31T23:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1513641","1484220","1484056","2010-10-31T23:49:01.000-04:00","Success","","search_output","Success"
