resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult
"iu-india","	","eucalyptus-create-publicvm","3468605","3468604","3440365","2011-06-19T03:06:34.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.809976 s ping 30.004876 s ssh 30.14289 s destroy 0.166617 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3474894","3474893","3440365","2011-06-20T03:06:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.541381 s ping 30.005318 s ssh 30.142331 s destroy 0.170579 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3481206","3481205","3440365","2011-06-21T03:06:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.652901 s ping 30.002707 s ssh 30.144229 s destroy 0.152228 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3487713","3487712","3440365","2011-06-22T03:07:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 362.902087 s ping 30.004007 s ssh 30.141869 s destroy 0.144996 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3494598","3494597","3440365","2011-06-23T03:07:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 362.783843 s ping 30.003958 s ssh 30.140041 s destroy 0.163487 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3501096","3501095","3440365","2011-06-24T03:06:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.434473 s ping 30.002773 s ssh 30.15226 s destroy 0.181081 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3507601","3507600","3440365","2011-06-25T03:06:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.479503 s ping 30.002227 s ssh 30.142027 s destroy 0.177595 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3514145","3514144","3440365","2011-06-26T03:06:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.971781 s ping 30.003848 s ssh 30.199623 s destroy 0.170283 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3520651","3520650","3440365","2011-06-27T03:06:35.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 333.142814 s ping 30.002848 s ssh 30.144251 s destroy 0.196109 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3527187","3527186","3440365","2011-06-28T03:06:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.423935 s ping 30.002725 s ssh 30.162191 s destroy 0.159915 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3533830","3533829","3440365","2011-06-29T03:06:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.412868 s ping 30.003106 s ssh 30.14847 s destroy 0.168563 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3540370","3540369","3440365","2011-06-30T03:06:33.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.517778 s ping 30.004039 s ssh 30.143127 s destroy 0.150881 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3547149","3547148","3440365","2011-07-01T03:06:34.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.524874 s ping 30.002176 s ssh 30.142967 s destroy 0.1649 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3553910","3553909","3440365","2011-07-02T03:06:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.498672 s ping 30.002715 s ssh 30.145845 s destroy 0.171878 s","Success"
