resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult"iu-india","	","test_batch_job","1665309","1665306","1665240","2010-11-19T01:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1671112","1665323","1665240","2010-11-19T14:27:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1671117","1665323","1665240","2010-11-19T14:28:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1671188","1665323","1665240","2010-11-19T14:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1671224","1665323","1665240","2010-11-19T14:42:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1671232","1665323","1665240","2010-11-19T14:43:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1671304","1665323","1665240","2010-11-19T14:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1671332","1665323","1665240","2010-11-19T14:57:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1671337","1665306","1665240","2010-11-19T14:58:00.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1671409","1665306","1665240","2010-11-19T15:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1671442","1665323","1665240","2010-11-19T15:12:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1671450","1665323","1665240","2010-11-19T15:13:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
