resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult
"inca","tacc-alamo","nimbus-storage","5352087","5306362","5302294","2012-04-18T23:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5352432","5306362","5302294","2012-04-19T00:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5352779","5306362","5302294","2012-04-19T01:56:03.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5353128","5306362","5302294","2012-04-19T02:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5353479","5306362","5302294","2012-04-19T03:59:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5353821","5306362","5302294","2012-04-19T04:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5354153","5306362","5302294","2012-04-19T05:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5354494","5306362","5302294","2012-04-19T06:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5354830","5306362","5302294","2012-04-19T07:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5355174","5306362","5302294","2012-04-19T08:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5355511","5306362","5302294","2012-04-19T09:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5355860","5306362","5302294","2012-04-19T10:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5356197","5306362","5302294","2012-04-19T11:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5356542","5306362","5302294","2012-04-19T12:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5356875","5306362","5302294","2012-04-19T13:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5357213","5306362","5302294","2012-04-19T14:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5357556","5306362","5302294","2012-04-19T15:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5357900","5306362","5302294","2012-04-19T16:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5358240","5306362","5302294","2012-04-19T17:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5358588","5306362","5302294","2012-04-19T18:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5358925","5306362","5302294","2012-04-19T19:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5359267","5306362","5302294","2012-04-19T20:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5359610","5306362","5302294","2012-04-19T21:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5360013","5306362","5302294","2012-04-19T22:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5360359","5306362","5302294","2012-04-19T23:56:16.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5360715","5306362","5302294","2012-04-20T00:56:07.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5361174","5306362","5302294","2012-04-20T02:00:52.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5361544","5306362","5302294","2012-04-20T02:57:14.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5362228","5306362","5302294","2012-04-20T04:58:42.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5362548","5306362","5302294","2012-04-20T05:56:12.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5362885","5306362","5302294","2012-04-20T06:56:08.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5363225","5306362","5302294","2012-04-20T07:56:13.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5363567","5306362","5302294","2012-04-20T08:57:25.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5363899","5306362","5302294","2012-04-20T09:56:06.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5364263","5306362","5302294","2012-04-20T10:56:12.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5364629","5306362","5302294","2012-04-20T11:56:12.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5365022","5306362","5302294","2012-04-20T12:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5365376","5306362","5302294","2012-04-20T13:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5365734","5306362","5302294","2012-04-20T14:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5366076","5306362","5302294","2012-04-20T15:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5366416","5306362","5302294","2012-04-20T16:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5366756","5306362","5302294","2012-04-20T17:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5367106","5306362","5302294","2012-04-20T18:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5367444","5306362","5302294","2012-04-20T19:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5367787","5306362","5302294","2012-04-20T20:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5368129","5306362","5302294","2012-04-20T21:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5368473","5306362","5302294","2012-04-20T22:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5368804","5306362","5302294","2012-04-20T23:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5369147","5306362","5302294","2012-04-21T00:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5369493","5306362","5302294","2012-04-21T01:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5369841","5306362","5302294","2012-04-21T02:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5370194","5306362","5302294","2012-04-21T03:59:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5370531","5306362","5302294","2012-04-21T04:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5370860","5306362","5302294","2012-04-21T05:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5371198","5306362","5302294","2012-04-21T06:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5371544","5306362","5302294","2012-04-21T07:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5371884","5306362","5302294","2012-04-21T08:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5372220","5306362","5302294","2012-04-21T09:56:03.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5372572","5306362","5302294","2012-04-21T10:57:24.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5372899","5306362","5302294","2012-04-21T11:56:14.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5373239","5306362","5302294","2012-04-21T12:56:12.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5373581","5306362","5302294","2012-04-21T13:57:24.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5373918","5306362","5302294","2012-04-21T14:56:08.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5374258","5306362","5302294","2012-04-21T15:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5374597","5306362","5302294","2012-04-21T16:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5374947","5306362","5302294","2012-04-21T17:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5375293","5306362","5302294","2012-04-21T18:56:05.000-04:00","Success","","search_output","Success"
